RecordID,SalesOrderID,SalesOrderDetailID,ProductID,OrderQty,UnitPrice,UnitPriceDiscount,LineTotal,ModifiedDate,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,ShipToAddressID,BillToAddressID,ShipMethod,CreditCardApprovalCode,DI_CreateDT
38,71782,110704,883,4,32.3940,0.0000,129.576000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71782,PO19372114749,10-4020-000582,29485,1086,1086,CARGO TRANSPORT 5,,2023-02-13 22:09:54
39,71782,110705,859,1,14.6940,0.0000,14.694000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71782,PO19372114749,10-4020-000582,29485,1086,1086,CARGO TRANSPORT 5,,2023-02-13 22:09:54
40,71782,110706,865,4,38.1000,0.0000,152.400000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71782,PO19372114749,10-4020-000582,29485,1086,1086,CARGO TRANSPORT 5,,2023-02-13 22:09:54
41,71782,110707,880,9,32.9940,0.0000,296.946000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71782,PO19372114749,10-4020-000582,29485,1086,1086,CARGO TRANSPORT 5,,2023-02-13 22:09:54
42,71782,110708,711,6,20.9940,0.0000,125.964000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71782,PO19372114749,10-4020-000582,29485,1086,1086,CARGO TRANSPORT 5,,2023-02-13 22:09:54
43,71782,110709,707,3,20.9940,0.0000,62.982000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71782,PO19372114749,10-4020-000582,29485,1086,1086,CARGO TRANSPORT 5,,2023-02-13 22:09:54
44,71774,110562,836,1,356.8980,0.0000,356.898000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71774,PO348186287,10-4020-000609,29847,1092,1092,CARGO TRANSPORT 5,,2023-02-13 22:09:54
45,71774,110563,822,1,356.8980,0.0000,356.898000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71774,PO348186287,10-4020-000609,29847,1092,1092,CARGO TRANSPORT 5,,2023-02-13 22:09:54
46,71936,113225,944,3,158.4300,0.0000,475.290000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
47,71936,113226,985,4,112.9980,0.4000,271.195200,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
48,71936,113227,996,4,72.8940,0.0000,291.576000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
49,71936,113228,707,1,20.9940,0.0000,20.994000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
50,71936,113229,926,1,149.8740,0.0000,149.874000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
51,71936,113230,808,4,26.7240,0.0000,106.896000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
52,71936,113231,992,5,323.9940,0.0000,1619.970000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
53,71936,113232,951,6,242.9940,0.0000,1457.964000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
54,71936,113233,780,3,1391.9940,0.0000,4175.982000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
55,71936,113234,905,2,218.4540,0.0000,436.908000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
56,71936,113235,747,4,809.7600,0.0000,3239.040000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
57,71936,113236,867,14,40.5942,0.0200,556.952424,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
58,71936,113237,935,3,24.2940,0.0000,72.882000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
59,71936,113238,945,5,54.8940,0.0000,274.470000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
60,71936,113239,924,5,149.8740,0.0000,749.370000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
61,71936,113240,783,10,1376.9940,0.0000,13769.940000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
62,71936,113241,784,5,1376.9940,0.0000,6884.970000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
63,71936,113242,748,5,818.7000,0.0000,4093.500000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
64,71936,113243,981,2,461.6940,0.0000,923.388000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
65,71936,113244,894,5,72.8760,0.0000,364.380000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
66,71936,113245,779,4,1391.9940,0.0000,5567.976000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
67,71936,113246,782,8,1376.9940,0.0000,11015.952000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
68,71936,113247,869,8,41.9940,0.0000,335.952000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
69,71936,113248,952,3,12.1440,0.0000,36.432000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
70,71936,113249,949,3,105.2940,0.0000,315.882000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
71,71936,113250,937,5,48.5940,0.0000,242.970000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
72,71936,113251,910,3,31.5840,0.0000,94.752000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
73,71936,113252,917,2,158.4300,0.0000,316.860000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
74,71936,113253,994,3,32.3940,0.0000,97.182000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
75,71936,113254,984,1,112.9980,0.4000,67.798800,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
76,71936,113255,860,6,14.6940,0.0000,88.164000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
77,71936,113256,948,4,63.9000,0.0000,255.600000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
78,71936,113257,925,6,149.8740,0.0000,899.244000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
79,71936,113258,908,3,16.2720,0.0000,48.816000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
80,71936,113259,918,1,158.4300,0.0000,158.430000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
81,71936,113260,743,4,809.7600,0.0000,3239.040000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
82,71936,113261,739,5,818.7000,0.0000,4093.500000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
83,71936,113262,987,2,112.9980,0.4000,135.597600,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
84,71936,113263,809,5,37.1520,0.0000,185.760000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
85,71936,113264,904,2,218.4540,0.0000,436.908000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
86,71936,113265,781,4,1391.9940,0.0000,5567.976000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
87,71936,113266,868,4,41.9940,0.0000,167.976000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
88,71936,113267,988,5,112.9980,0.4000,338.994000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
89,71936,113268,742,7,818.7000,0.0000,5730.900000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
90,71936,113269,936,2,37.2540,0.0000,74.508000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
91,71936,113270,909,6,23.4840,0.0000,140.904000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71936,PO8671170385,10-4020-000502,30050,662,662,CARGO TRANSPORT 5,,2023-02-13 22:09:54
92,71938,113274,973,5,1020.5940,0.0000,5102.970000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71938,PO8468183315,10-4020-000016,29546,635,635,CARGO TRANSPORT 5,,2023-02-13 22:09:54
93,71938,113275,876,3,72.0000,0.0000,216.000000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71938,PO8468183315,10-4020-000016,29546,635,635,CARGO TRANSPORT 5,,2023-02-13 22:09:54
94,71938,113276,835,2,356.8980,0.0000,713.796000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71938,PO8468183315,10-4020-000016,29546,635,635,CARGO TRANSPORT 5,,2023-02-13 22:09:54
95,71938,113277,974,3,1020.5940,0.0000,3061.782000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71938,PO8468183315,10-4020-000016,29546,635,635,CARGO TRANSPORT 5,,2023-02-13 22:09:54
96,71938,113278,707,3,20.9940,0.0000,62.982000,2008-06-01 00:00:00,2,2008-06-01 00:00:00,2008-06-13 00:00:00,2008-06-08 00:00:00,5,False,SO71938,PO8468183315,10-4020-000016,29546,635,635,CARGO TRANSPORT 5,,2023-02-13 22:09:54
